Gene	Alias
CUL7	dJ20C7.5,KIAA0076
FIZ1	FLJ14768,ZNF798
PFDN1	PFD1
EPB41L2	4.1G,4.1-G
CELA2B	ELA2B,RP11-265F14.2
PAAF1	WDR71,FLJ11848,Rpn14
BATF3	JUNDM1,JDP1,SNFT
KCNS3	Kv9.3
PPP1R37	LRRC68
PKIB	PRKACN2
FAM63A	MINDY1
SRSF9	SFRS9,SRp30c
PDZD4	PDZRN4L,LU1,PDZK4,FLJ34125,LNX5,KIAA1444
ID4	bHLHb27
PAPOLB	PAPT
SRC	c-src,SRC1,ASV
ANKRD34A	ANKRD34
MYRIP	SLAC2C,SLAC2-C,DKFZp586F1018,exophilin-8
DMTF1	MRUL,hDMP1,DMP1,DMTF
PNISR	DKFZp564B0769,FLJ14752,SRrp130,bA98I9.2,SFRS18,C6orf111
HSPH1	HSP105A,HSP105B,KIAA0201,NY-CO-25
EXOC3L4	C14orf73
TCEAL7	MGC23947,WEX5
USP32	USP10,NY-REN-60
UNC5CL	ZUD,MGC34763
TXNDC9	APACD
CTNNAL1	alpha-CATU,CLLP
DTWD1	MGC111207,MDS009
MLKL	FLJ34389
IFNE	IFNE1
CRABP1	CRABP-I,CRABPI,RBP5,CRABP
EBF1	COE1,OLF1,EBF
TREM1	CD354,TREM-1
PCDHGB5	PCDH-GAMMA-B5
C14orf79	CLBA1
DSCR8	MMA-1a,MTAG2,C21orf65,CT25.1a,CT25.1b,MMA-1b
LRP1B	LRP-DIT,LRPDIT
PIEZO1	FAM38A,KIAA0233
RPL7A	TRUP,L7A,SURF3
TLK1	KIAA0137,PKU-BETA
NGDN	CANu1,C14orf120,LCP5,lpd-2,DKFZP564O092,NGD
SFI1	PPP1R139,PISD,KIAA0542
SYN2	SYNIIb,SYNII,SYNIIa
CDK4	PSK-J3
MYH9	NMHC-II-A,DFNA17,NMMHCA,FTNS,MHA,EPSTS
PRCD	RP36
ADARB1	DRADA2,RED1,ADAR2a-L1,ADAR2g,ADAR2a-L2,ADAR2a,ADAR2d,ADAR2b,ADAR2c,hRED1,DRABA2,ADAR2,ADAR2a-L3
SUGT1	SGT1
RERGL	FLJ22655
METTL3	M6A,MT-A70,Spo8
F2R	TR,CF2R,PAR1,PAR-1
CCDC37	CFAP100
AHCTF1	ELYS
USP17L1P	USP17L1
MIF4GD	AD023,MGC45027,MIFD,SLIP1
ACACA	ACAC,ACC1,ACC
KLHL21	KIAA0469
CEP170B	FAM68C,Cep170R,KIAA0284
DDX27	dJ686N3.1,DRS1
OR56B1	OR56B1P
TCF3	E2A,MGC129647,ITF1,E47,MGC129648,VDIR,bHLHb21,p75
NRG4	HRG4
SLC4A3	SLC2C,AE3
ZNF343	MGC10715
SCAMP1	SCAMP37
TMEM217	dJ355M6.2,C6orf128
TULP3	TUBL3
GPR87	GPR95
NLRC5	FLJ21709,CLR16.1,NOD27
UHRF2	NIRF,MGC33463,RNF107,TDRD23,URF2
UEVLD	UEV3,Attp
LAIR1	CD305
POMGNT2	AGO61,GTDC2,C3orf39,FLJ14566
KCNH5	hEAG2,eag2,H-EAG2,Kv10.2
TNIP3	ABIN-3,FLJ21162,LIND
CMTM3	CKLFSF3,FLJ31762,BNAS2
WFDC11	WAP11
REM1	REM,GES
DDX23	prp28,PRPF28,U5-100K,SNRNP100
SHOX2	OG12X,OG12,SHOT
KRTAP13-3	KAP13.3
STOML3	SRO,Epb7.2l
DDX6	RCK,HLR2,Rck/p54
TRIM21	RO52,RNF81,SSA1
KCNK3	K2p3.1,TASK1,TASK-1,TASK
CSMD2	KIAA1884
IFI27	FAM14D,ISG12,P27
DEPDC1B	XTP1,BRCC3
PADI2	PDI2,KIAA0994
CLIC2	XAP121,CLCNL2
SETD6	FLJ21148
DCLK3	DCDC3C,DCAMKL3,KIAA1765
CD300LG	CLM9,Trem4
GLI1	GLI
ERVV-1	ENVV1,HERV-V1,FLJ32214
PRDM2	KMT8,HUMHOXY1,RIZ1,RIZ,RIZ2,MTB-ZF,KMT8A
FGF3	HBGF-3,INT2
CDK2AP2	DOC-1R,p14
NLRP2	PAN1,FLJ20510,PYPAF2,NBS1,CLR19.9,NALP2
TMEM139	FLJ90586
C9orf41	CARNMT1
PTPN2	TCELLPTP,TC-PTP,PTPT,TCPTP
ODF3	CT135,hSHIPPO,SHIPPO1
GAGE1	CT4.1
ZNF414	Zfp414,MGC15716
H1F0	H1-0,H1FV
ZNF844	FLJ14959
CFAP20	C16orf80,GTL3,fSAP23
SASH3	SH3D6C,CXorf9,SLY,753P9,HACS2
ATOH7	bHLHa13,Math5
GSTA2	GST2
STAT5A	STAT5,MGF
GRHL2	DFNA28,BOM,TFCP2L3,FLJ13782
LRCH4	LRN,LRRN1
ETAA1	ETAA16
LMAN2L	DKFZp564L2423,VIPL
SSPN	SPN2,SPN1,KRAG
LRRC43	MGC35140
PAPSS2	ATPSK2
TRAM1L1	MGC26568
IKZF1	LyF-1,ZNFN1A1,IKAROS,PPP1R92,hIk-1,Hs.54452
TRIOBP	KIAA1662,TAP68,HRIHFB2122,Tara,DFNB28
PRR3	CAT56,Em:AB023052.2,Em:AB014077.1
OR5M1	OST050
ANAPC11	HSPC214,APC11,Apc11p,MGC882
ZMYND15	DKFZp434N127
GOLGA7	GOLGA7A,HSPC041,GOLGA3AP1,GCP16
MCM2	cdc19,D3S3194,KIAA0030,CCNL1,DFNA70,BM28,CDCL1
LOXHD1	FLJ32670,DFNB77,LH2D1
ENTPD4	LALP70,NTPDase-4,UDPase,LAP70,KIAA0392,LYSAL1
SCAF8	KIAA1116,RBM16
TMED6	MGC23911,p24g5,p24gamma5
ERCC6	CSB,CKN2,RAD26,ARMD5
TMEM253	NCRNA00220,C14orf176,C14orf95
EFCAB13	C17orf57,FLJ40342
NTRK1	TRKA,TRK,MTC
MAP3K11	PTK1,SPRK,MEKK11,MLK3
CEP72	KIAA1519,FLJ10565
SLC29A4	ENT4,FLJ34923
PPP2R2B	SCA12,PR55-BETA,B55beta,PR52B
LETM2	SLC55A2,FLJ25409
BAIAP2L1	IRTKS
ZC3H7B	RoXaN,DKFZp434K0920,KIAA1031,FLJ13787
RBM15	OTT,OTT1
GLB1	ELNR1,EBP
AHSA2	AHSA2P
ROBO2	KIAA1568
SYT17	Syt-17
CHKB	CHETK,CHKL
ONECUT1	HNF6A,HNF6,HNF-6
PPIF	Cyp-D,hCyP3
HIST2H2AA	H2AC18,H2AFO
OR1E1	OR1E6,OR17-32,OR1E9P,OR13-66,OR1E5,OR17-2,HGM071
PTPLAD1	HACD3
GSDMB	PRO2521,GSDML
MED17	CRSP77,DRIP80,SRB4,CRSP6,TRAP80
PRPF18	hPrp18
PCDHGC4	PCDH-GAMMA-C4
NSF	SEC18,SKD2
TRIM77	TRIM77P
BCL2L1	bcl-xL,Bcl-X,BCLX,PPP1R52,bcl-xS,BCL2L
UPK1B	UPK1,TSPAN20
DEFB136	DEFB137
ZNF570	FLJ30791
TIAL1	TIAR
ARHGEF28	RIP2,RGNEF,p190RhoGEF
PPWD1	KIAA0073
AR	NR3C4,SBMA,HUMARA,SMAX1,DHTR,AIS
C11orf42	MGC34805
SLC22A4	OCTN1,DFNB60,MGC34546
SLC3A2	4F2,4F2HC,4T2HC,CD98HC,NACAE,CD98,MDU1
AGPS	ADHAPS,ADPS,ADAP-S,ALDHPSY,ADAS
IRX1	IRX-5
ZNF76	ZNF523,D6S229E,Zfp523
LHFP	LHFPL6
DUSP16	MKP-7,KIAA1700,MKP7
KRTAP2-1	KAP2.1A
MT-ATP6	MTATP6,ATPase-6,ATP6,Su6m,RP
GPR110	ADGRF1
ACTR5	INO80M,FLJ12785,Arp5
C2orf76	MGC104437,LOC130355,AIM29
HSCB	HSC20,Jac1,DNAJC20
COG2	LDLC
COQ3	bA9819.1
SMIM22	CASIMO1
BPHL	VACVase,MCNAA,Bph-rp
HSD17B14	retSDR3,SDR47C1,DHRS10
PANK2	FLJ11729,PKAN,NBIA1,C20orf48,HSS,HARP
SLC35B4	FLJ14697,YEA4
C3orf30	TEX55
TM9SF4	dJ836N17.2,KIAA0255
RABL3	MGC23920
TYRP1	TRP,OCA3,TYRP,b-PROTEIN,GP75,CATB,CAS2
SBDS	SWDS,SDS,FLJ10917,CGI-97
PPP1R13B	p53BP2-like,p85,KIAA0771,ASPP1
FUK	FCSK
PSMC2	Nbla10058,MSS1,S7
PYHIN1	IFIX,MGC23885
PAFAH1B1	MDCR,LIS1,NudF,MDS,PAFAH
ZSCAN21	Zipro1,NY-REN-21,ZNF38,DKFZp434L134
GIT2	KIAA0148,PKL
OR51F1	OR51F1P
CNTLN	FLJ20276,C9orf101,bA340N12.1,C9orf39,OTTHUMG00000019597
ZFHX2	ZFH-5,KIAA1056,KIAA1762,ZNF409
LARP1B	LARP2,DKFZp434K245,FLJ10378,DKFZp686E0316
ACAP1	KIAA0050,CENTB1
AKT2	PKBβ
THOC1	HPR1,P84
DCXR	HCR2,P34H,DCR,KIDCR,SDR20C1
MYL12B	MRLC2
DND1	RBMS4,MGC34750
ENOX2	tNOX,COVA1,APK1
KLHDC1	MST025
EDDM3B	HE3-BETA,FAM12B
NFXL1	HOZFP
SPAG5	hMAP126,DEEPEST,MAP126
SIRT1	SIR2L1
SLC16A13	MCT13
PTPLA	HACD1
TFPT	INO80F,FB1,amida
LEAP2	LEAP-2
VPS13D	FLJ10619,KIAA0453
PRMT2	HRMT1L1,MGC111373
SMARCD1	Rsc6p,CRACD1,BAF60A
DUSP12	YVH1,DUSP1
DLG4	SAP-90,PSD-95,PSD95,SAP90
GJA10	CX62
KRT23	CK23,HAIK1,MGC26158,DKFZP434G032,K23
OR2T11	OR2T11Q
USP43	FLJ30626
KCNN3	SKCA3,KCa2.3,hSK3
PRMT3	HRMT1L3
SLC9A6	KIAA0267,NHE6
NLRP6	PYPAF5,NALP6,PAN3,CLR11.4
LMNB2	LMN2
UNK	ZC3HDC5,ZC3H5,KIAA1753
LCE2D	SPRL1A,LEP12
KLHL9	KIAA1354,FLJ13568
GALNT2	GalNAc-T2
SLC43A3	Eeg1,PRO1659,FOAP-13,SEEEG-1,DKFZp762A227
IFNA4	MGC142200,IFN-alpha4a
GPR150	PGR11
ERLEC1	C2orf30,XTP3TPB,ERLECTIN,CL25084,XTP3-B
SFSWAP	SFRS8,SWAP
LTV1	C6orf93,FLJ14909,dJ468K18.4
PEA15	MAT1H,PEA-15,PED-PEA15,PED/PEA15,HUMMAT1H,HMAT1,PED,MAT1
CEACAM16	DFNA4B
CLDN14	DFNB29
RASSF5	Maxp1,RAPL,NORE1
C16orf13	METTL26
ZNF587	UBF-fl,ZF6,FLJ20813,FLJ14710
ATG16L2	ATG16B,WDR80,FLJ00012
SLX1A	GIYD1
APPL2	FLJ10659,DIP13B
KRT8	K8,CK8,CARD2,CYK8,K2C8,KO
FANCE	FACE,FAE
FAM110B	C8orf72,MGC39325
C5orf56	IRF1-AS1
QPRT	QPRTase
DENND5A	FLJ33829,FLJ22354,RAB6IP1,KIAA1091,FLJ43455
GBA	GLUC,GBA1
LCN15	UNQ2541,PRO6093
C9orf131	MGC41945
STK36	FU,KIAA1278
IL34	IL-34,MGC34647,C16orf77
GLB1L	MGC10771
SLMAP	SLAP,KIAA1601
CLCA2	CLCRG2
WFDC2	dJ461P17.6,HE4,WAP5,EDDM4
ZFYVE20	RBSN
RPS29	uS14,S29
ESR2	Erb,NR3A2,ER-beta
ENTPD6	dJ738P15.3,IL6ST2,NTPDase-6,CD39L2
LGALSL	HSPC159,GRP
SLC6A18	Xtrp2,FLJ31236
MYNN	ZNF902,SBBIZ1,ZBTB31
NME9	NM23-H9,TXL-2,TXNDC6
KBTBD13	NEM6,hCG_1645727
CCDC136	DKFZP434G156,NAG6,KIAA1793
FNBP1	KIAA0554,FBP17
TSHZ2	C20orf17,ZABC2,TSH2,OVC10-2,ZNF218
WDR62	FLJ33298,C19orf14,DKFZP434J046,MCPH2
SLC22A8	OAT3
NFATC4	NFAT3
TUBA3D	H2-ALPHA
C7orf55	FMC1
GDAP2	MACROD3,FLJ20142,dJ776P7.1
KCTD14	MGC2376
PLAGL1	ZAC,LOT1
RPS6KA4	MSK2,RSK-B
YIPF4	FinGER4,MGC11061
CCDC60	MGC39827
TAF9	TAFIID32,CGI-137,AD-004,MGC3647,TAFII32,TAFII31,MGC1603,MGC5067,TAF2G
DEDD2	FLAME-3
FAM46C	TENT5C
ARHGEF38	FLJ20184
NCR2	NK-p44,LY95,CD336
PCED1B	MGC16044,FAM113B
PTK2B	FAK2,PYK2,PTK,CADTK,RAFTK,CAKB
CD300LB	CLM7,TREM5
AEN	FLJ12562,FLJ12484,ISG20L1
LSM1	YJL124C,CASM
TM2D3	BLP2,FLJ22604
RCN1	PIG20,RCN,Rcal,FLJ37041
RERE	DNB1,KIAA0458,ARG,ATN2,ATN1L,ARP
FAM214A	KIAA1370,FLJ10980
RGCC	RGC32,bA157L14.2,C13orf15,RGC-32
THSD4	FLJ13710,ADAMTSL6,PRO34005,FVSY9334
AMMECR1L	MGC4268
CNOT10	FLJ13165,FLJ12890
TUBB4A	beta-5,DYT4,TUBB4
ABCC11	MRP8
DNAJC10	ERdj5,PDIA19
DDX59	DKFZP564B1023,ZNHIT5
QRSL1	FLJ10989,GATA,GatA,DKFZP564C1278,FLJ13447,FLJ12189
UGT2A3	FLJ21934
CHAC2	GCG1
SOX12	SOX22
EHHADH	ECHD
TMPRSS11B	HATL5
FGD3	FLJ00004,ZFYVE5
LEPREL2	P3H3
C1orf226	FLJ13137
CALML4	MGC4809,NY-BR-20
TCTEX1D2	DYNLT2B
SLC51B	OSTbeta
SPG20	SPART
TCEA1	SII,GTF2S,TF2S,TCEA,TFIIS
CLEC3B	TN,TNA
DACT3	DAPPER3,RRR1,MGC15476
GPSM3	C6orf9,NG1,G18.1a,G18.2,G18.1b,AGS4,G18
SKA2	FAM33A,FLJ12758
CT45-5	CT45A5,CT45.5
S100B	S100beta
SBNO1	FLJ10701,FLJ10833,Sno,MOP3
ACAA2	DSAEC
ACO2	ACONM
VAMP7	SYBL1,TI-VAMP,VAMP-7
TMEM42	MGC29956
PDGFRA	PDGFR2,CD140a,GAS9
TTC27	FLJ20272
TECTA	DFNB21,DFNA8,DFNA12
DEFB30	DEFB-30,DEFB130,DEFB130A
FAM50B	X5L,D6S2654E
CALCB	CALC2,FLJ30166,CGRP-II
USMG5	ATP5MD
IL18RAP	CD218b,AcPL
ABO	A3GALNT,A3GALT1
KIAA0319L	AAVR,KIAA1837
FUT1	HSC,H
PTPN1	PTP1B
FAS	CD95,FAS1,APO-1,APT1,TNFRSF6
EXD3	LOC54932,FLJ20433,Nbr,mut-7
C1orf174	RP13-531C17.2
HMX1	NKX5-3,H6
IGFLR1	TMEM149,U2AF1L4,FLJ22573
SYNM	SYN,KIAA0353,DMN
FERMT1	URP1,FLJ20116,C20orf42,KIND1,UNC112A
C6orf195	LINC01600
R3HCC1	DKFZp564N123
BST1	CD157
NOXA1	SDCCAG31,FLJ25475,NY-CO-31
ERAS	HRASP,HRAS2
TSNAX	TRAX,C3PO
CCNB1IP1	HEI10,C14orf18
SLC5A10	SGLT5
TNFSF10	Apo-2L,CD253,TRAIL,TL2
MCRS1	INO80Q,MSP58,ICP22BP,P78,MCRS2
LIMS3L	LIMS4
TMED5	p24g2,CGI-100,p24gamma2
TESC	FLJ20607,CHP3,TSC
PRR22	MGC24975
ERF	PE-2,PE2
MSRB3	DKFZp686C1178,FLJ36866,DFNB74
SLC14A1	RACH1,HsT1341,JK,RACH2
OR5B12	OST743,OR5B16,OR5B12P
DAO	DAAO,DAMOX
GORASP1	GRASP65,FLJ23443,GOLPH5,P65
SLC44A5	CTL5,MGC34032
DHX9	DDX9,RHA,LKP
FDXR	ADXR,ADR
ESRP2	RBM35B,FLJ21918
PSMB9	beta1i,LMP2,PSMB6i,RING12
IL10RA	CDW210A,CD210,HIL-10R,CD210a,IL10R
RAP1GAP2	GARNL4,KIAA1039
CCT8	C21orf112,PRED71,Cctq
DSC2	CDHF2,DSC3
MUM1L1	PWWP3B
KIF3B	KLP-11,FLA8,KIAA0359
TRIM8	GERP,RNF27
CTU1	ATPBD3,NCS6,MGC17332
ACVR2A	ACVR2,ACTRII
ECHDC3	FLJ20909
RLN2	bA12D24.1.1,RLXH2,bA12D24.1.2,H2
HIPK1	Nbak2,MGC33548,MGC26642,MGC33446,KIAA0630,Myak
FBXO22	FBX22,FISTC1
TDRKH	TDRD2
TAGLN3	NP22,NP25
SNX19	KIAA0254,CHET8
ING2	ING1L,p33ING2
CUX2	CUTL2,KIAA0293,CDP2
SPECC1L	KIAA0376,CYTSA
DDX42	RHELP,RNAHP,SF3B8,SF3b125
C1QTNF4	CTRP4,ZACRP4
DCC	NTN1R1,IGDCC1
KBTBD7	DKFZP434E2318
ENGASE	FLJ21865
OVOL3	HOVO3
SPANXA1	SPANX,CT11.1,SPAN-Xb,NAP-X,SPAN-Xa
CDK14	PFTK1,PFTAIRE1
TLR6	CD286
HGH1	Brp16,FLJ40907,FAM203A,C8orf30A,LOC51236,FAM203B,C8orf30B
PIPOX	LPIPOX
DSG3	CDHF6
RBM23	RNPC4,FLJ10482,CAPERbeta
CACNB1	CACNLB1
UPF3A	RENT3A,UPF3,HUPF3A
AVIL	DOC6,ADVIL,FLJ12386,p92
TRA2A	htra-2-alpha,AWMS1
SESN3	MGC29667,SEST3
TPX2	C20orf1,p100,C20orf2,DIL-2
EMR1	ADGRE1,TM7LN3
KLHDC3	hPeas,PEAS,dJ20C7.3
PCDHGC3	PC-43,PC43,PCDH-GAMMA-C3,PCDH2
MGARP	CESP-1,C4orf49,OSAP,HUMMR
SEC11C	SEC11L3,SPC21,SPCS4C
PRCC	RCCP1
ADCK5	FLJ35454
ASCL1	bHLHa46,ASH1,HASH1
GATAD2B	P66beta
MMRN2	EndoGlyx-1,EMILIN3,FLJ13465
TMEM178A	MGC33926,TMEM178
ZNRF2	RNF202
PNPLA7	FLJ43070,RP11-48C7.2,NTEL1,FLJ44279,NTE-R1,C9orf111,FLJ31318
ERI2	KIAA1504,MGC16943,EXOD1,ZGRF5
MRPS14	HSMRPS14
ABCA13	FLJ33951,FLJ33876
SCCPDH	CGI-49,NET11
EMP2	XMP
HDLBP	VGL,HBP
ZNF536	KIAA0390
OCLN	PPP1R115
RPL37A	L37A
LARP7	HDCMA18P,PIP7S,DKFZP564K112
SLC26A7	SUT2
SLC9C1	NHE,SLC9A10
SLC25A16	HGT.1,D10S105E,ML7,GDA
HHATL	MSTP002,GUP1,MBOAT3,OACT3,C3orf3,KIAA1173
NUDT5	hYSAH1,YSA1H
MRPL34	MGC24974,L34mt,MGC2633
CTSG	CG
XPA	XP1,XPAC
KCNH7	HERG3,erg3,Kv11.3
TSPO	PBR,pk18,MBR,DBI,PKBS,BZRP,IBP,mDRC
MTURN	C7orf41,Ells1,FLJ25903
TRMT10B	bA3J10.9,FLJ31455,RG9MTD3
ALDH5A1	SSADH,SSDH
KCNA10	Kv1.8
PLCH2	PLC-eta2,PLCeta2,RP3-395M20.1,PLCL4,KIAA0450
C12orf42	FLJ25323
BMP4	BMP2B
PIH1D1	MOT48,Pih1,NOP17,FLJ20643
DIRC2	SLC49A4
HIST1H1A	H1-1,H1F1
CT47A9	CT47.9
SMG1	KIAA0421,LIP,ATX
THBD	CD141
MYOZ3	FRP3,CS-3,CS3,FATZ-3
SMARCC1	Rsc8,BAF155,SRG3,CRACC1
DLC1	DLC-1,HP,ARHGAP7,p122-RhoGAP,STARD12
MEPCE	BCDIN3,FLJ20257
HOXB5	HOX2,HOX2A
CRIP2	ESP1,CRP2
ADARB2	hRED2,RED2,ADAR3
AGA	ASRG
CCDC138	FLJ32745
LILRB2	CD85d,LIR-2,MIR10,LIR2,MIR-10,ILT4
OTULIN	FLJ34884,FAM105B
FAM167A	C8orf13,DIORA-1
FBLIM1	CAL,FBLP-1,migfilin
EBP	CPXD,CHO2,CPX,CDPX2
NADK2	FLJ30596,MNADK,NADKD1,C5orf33
CTIF	KIAA0427
DACH1	DACH
LYN	JTK8
OR56A3	OR56A6,OR56A3P
TOMM5	Tom5,C9orf105,bA613M10.3
SUGP2	SFRS14,KIAA0365
C9orf91	TMEM268
RPGRIP1	CORD13,RPGRIP,LCA6,RGI1
ATG4D	AUTL4,APG4-D,APG4D
POP4	RPP29
ZNF367	FLJ33970
TRIM59	TSBF1,TRIM57,RNF104,Mrf1
HBZ	HBZ-T1,HBZ1
TNFRSF9	4-1BB,CD137,ILA
GXYLT1	GLT8D3,FLJ43151
IFI44	MTAP44,TLDC5,p44
CWC27	NY-CO-10,SDCCAG-10,SDCCAG10
DEFB103A	HBP3,HBP-3,DEFB3,DEFB103,HBD-3,HBD3,DEFB-3
PDP2	PPM2C2,PPM2B,KIAA1348
CTSL	FLJ31037,CTSL1
ITGAD	CD11d,ADB2
ARFGEF1	BIG1,p200,ARFGEP1,DKFZP434L057
CANX	IP90,CNX,P90
CEP76	FLJ12542,HsT1705,C18orf9
AGPAT9	GPAT3
PPP4R4	CFAP14,KIAA1622,PP4R4
SMU1	FLJ10805,SMU-1,BWD,fSAP57
SPATC1	SPATA15,SPERIOLIN,MGC61633
PWWP2A	KIAA1935
FAM122B	DKFZp686L20116,RP11-308B5.5
CALM1	PHKD,CAMI,DD132,CALML2
IDUA	MPS1,MPSI
ELMSAN1	MIDEAS,C14orf117,C14orf43
C10orf88	FLJ13490,Em:AC073585.5,PAAT
MCAT	FASN2C,MT,MCT1,fabD,NET62,MCT
RPL9	L9
NKX2-6	NKX4-2,CSX2
RBAK	ZNF769
ERBB3	HER3,LCCS2
DOLK	DK1,KIAA1094,TMEM15
TNIP1	KIAA0113,VAN,NAF1,ABIN-1
WDR45	WIPI4,WDRX1,JM5,NBIA5
ANKRD39	MGC41816
AGXT2	AGT2
KCNK12	THIK2,K2p12.1,THIK-2
YWHAB	YWHAA
TRIM32	TATIP,LGMD2H,HT2A,BBS11
ARPP21	ARPP-21,TARPP,R3HDM3
DOHH	HLRC1,MGC4293
SLTM	Met,FLJ13213
NCEH1	KIAA1363,NCEH,AADACL1
ATP8B3	ATPIK
GJC1	CX45,GJA7
BRMS1L	FLJ39177,BRMS1,MGC11296
ADAMTSL3	punctin-2,KIAA1233
RLN1	H1
GEMIN8	FLJ20514,FAM51A1
C11orf57	NKAPD1
HSPBAP1	PASS1,FLJ22623
TRAPPC8	GSG1,TRS85,KIAA1012,HsT2706
COG5	GTC90,GOLTC1
PRPF19	PRP19,PSO4,NMP200,UBOX4,SNEV,hPSO4
BLVRA	BLVR
OR2M2	OR2M2Q,OST423
SIX5	DMAHP
ACADVL	LCACD,VLCAD,ACAD6
MARK1	MARK,PAR-1C
TBRG4	Cpr2,KIAA0948,H_TD2522F11.8,FASTKD4
ARRDC3	TLIMP,KIAA1376
ANP32D	PP32R2
UBE2T	FANCT,HSPC150
GFM2	EF-G2mt,EFG2,FLJ21661
DCTPP1	RS21C6,CDA03,XTP3TPA,MGC5627
TRIP6	MGC4423,MGC10558,OIP1,MGC3837,MGC10556,MGC29959,ZRP-1
ZNF66	ZNF66P,FLJ16537
CWC15	Cwf15,C11orf5,HSPC148,AD002
C16orf58	RUSF1
PRRG3	TMG3
ZNF786	DKFZp762I137
RASSF4	AD037,MGC44914
TMEM180	MFSD13A,C10orf77
CCDC25	FLJ10853
SLC51A	OSTalpha
SPSB4	SSB-4
GRIN2C	NMDAR2C,GluN2C
TP53BP2	ASPP2,53BP2,PPP1R13A
RGP1	KIAA0258
TIPIN	FLJ20516
KLHL13	FLJ10262,KIAA1309,BKLHD2
LIPF	HLAL,HGL
RGS8	MGC119068,MGC119069,MGC119067
DEFB130A	DEFB-30,DEFB130,DEFB30
HCAR3	GPR109B,HM74,HCA3
RORC	RZRG,RORG,NR1F3,TOR
AMOT	KIAA1071
CSF3R	GCSFR,CD114
TAS2R1	TRB7,T2R1
PCBP2	HNRPE2,HNRNPE2,hnRNP-E2
GFOD2	FLJ23802,MGC11335
DENND2D	RP5-1180E21.2,FLJ22457
FBL	Nop1,FLRN,FIB,RNU3IP1
CDH20	Cdh7,CDH7L3
FLCN	DENND8B,MGC17998,MGC23445,BHD
ATP13A1	KIAA1825,CGI-152,FLJ31858,ATP13A
FAM127C	RTL8B
CHI3L2	YKL39,YKL-39
PUS7L	DKFZP434G1415
SPANXC	CTp11,CT11.3
HIST1H4K	H4FD,H4C12
CPN2	ACBP
C2orf66	UNQ6411
TRDMT1	RNMT1,DNMT2
MYLPF	HUMMLC2B,MRLC2,MYL11
VSIG2	CTXL,CTH
PRTN3	ACPA,PR-3,AGP7,P29,C-ANCA,MBT
OXR1	TLDC3
PRR32	CXorf64
BRPF3	KIAA1286
PRPSAP2	PAP41
FBXO5	Fbxo31,EMI1,FBX5
TNNI3K	CARK
CLCN2	CLC2,EJM6,ClC-2
VR1	TRPV1
PDLIM7	ENIGMA
CELF4	BRUNOL4
RGN	RC,SMP30
RORA	RZRA,ROR1,ROR3,ROR2,NR1F1
ATP10D	ATPVD,KIAA1487
FSD1L	FSD1CL,CSDUFD1,CCDC10,FSD1NL
GLCCI1	TSSN1,FAM117C,GIG18
WASL	NWASP,N-WASP,WASPB
MCAM	CD146,METCAM,MUC18,HEMCAM,MelCAM
ADAMTS7	ADAM-TS7,DKFZp434H204
ARL8A	Gie2,ARL10B,FLJ45195
CD3EAP	POLR1G
HYPM	CXorf27,H2AP
MAGOH	MAGOH1,MAGOHA
ZNF407	FLJ20307,KIAA1703,FLJ13839
WFDC5	WAP1,dJ211D12.5
CCDC106	HSU79303
ABCC6	URG7,ARA,MRP6,PXE,MLP1,EST349056
TAS2R5	T2R5
DVL3	KIAA0208
BCAS2	DAM1,Snt309,SPF27
FAM26D	C6orf78,CALHM4
SLC25A29	FLJ38975,C14orf69
P2RY11	P2Y11
TMEM57	MACO1
LHPP	HDHD2B
CHSY1	KIAA0990,CSS1
RIMKLB	KIAA1238,NAAGS-I,FAM80B,NAAGS
INPP5A	5PTASE
CXCR5	BLR1,MDR15,CD185
IFNA1	IFN-alphaD,IFNA@,IFN-ALPHA,IFL,IFN,IFNA13
RPS6KB2	p70S6Kb,S6Kbeta,P70-BETA,KLS,S6Kβ,STK14B,S6KB
HOXC4	HOX3E,HOX3
IL17F	IL-17F,ML1,ML-1
MYZAP	Gup1,GCOM1,MYOZAP,Gup
KIAA1644	SHISAL1
EPPK1	EPIPL1
CYP4F3	LTB4H,CYP4F
OBSCN	UNC89,KIAA1556,ARHGEF30,KIAA1639
ANAPC13	SWM1,DKFZP566D193,APC13
WDR74	Nsa1,FLJ10439
ODF2L	KIAA1229
AGTR1	AT2R1B,AT1,HAT1R,AT1B,AGTR1A,AT2R1A,AG2S,AGTR1B,AT2R1
IYD	C6orf71,DEHAL1,dJ422F24.1
STAM	STAM1
PGRMC1	HPR6.6
INTS1	KIAA1440,NET28,INT1,DKFZp586J0619
ADRA1A	ADRA1C,ADRA1L1
FOXP1	hFKH1B,QRF1,12CC4,HSPC215
FAM71F2	FAM137B
TCP1	CCT1,D6S230E,Ccta
GYPA	MN,MNS,CD235a,GPA
KRTAP5-11	KRTAP5-6,KRTAP5.11
C19orf52	TIMM29
DNAJB12	FLJ20027,DJ10
HPSE	HPA,HSE1,HPSE1
UTS2B	UTS2D,U2B,URP
DESI2	CGI-146,FLJ21998,DESI-2,FAM152A,PPPDE1,C1orf121,PNAS-4
SRMS	SRM,C20orf148,PTK70,dJ697K14.1
PDE3B	HcGIP1
PMEPA1	STAG1,TMEPAI
CETN3	CEN3
HLA-DQB2	HLA-DXB
CTAG2	LAGE-1,LAGE-1b,MGC138724,CT6.2b,CAMEL,LAGE-1a,ESO2,LAGE1,CT6.2a,MGC3803
